Origin,Date,Price,Units
belize,15/01/2021,0.86,£/kg
costa_rica,15/01/2021,0.87,£/kg
dominican_republic,15/01/2021,0.55,£/kg
ecuador,15/01/2021,0.83,£/kg
guatemala,15/01/2021,0.77,£/kg
acp_bananas,15/01/2021,0.8,£/kg
dollar_bananas,15/01/2021,0.85,£/kg
all_bananas,15/01/2021,0.84,£/kg
belize,08/01/2021,0.86,£/kg
costa_rica,08/01/2021,0.87,£/kg
ivory_coast,08/01/2021,0.73,£/kg
acp_bananas,08/01/2021,0.81,£/kg
dollar_bananas,08/01/2021,0.87,£/kg
all_bananas,08/01/2021,0.84,£/kg
belize,17/12/2020,0.66,£/kg
colombia,17/12/2020,0.69,£/kg
costa_rica,17/12/2020,0.7,£/kg
ecuador,17/12/2020,0.68,£/kg
ivory_coast,17/12/2020,0.68,£/kg
panama,17/12/2020,0.71,£/kg
guatemala,17/12/2020,0.68,£/kg
acp_bananas,17/12/2020,0.67,£/kg
dollar_bananas,17/12/2020,0.69,£/kg
all_bananas,17/12/2020,0.69,£/kg
belize,10/12/2020,0.66,£/kg
costa_rica,10/12/2020,0.7,£/kg
ecuador,10/12/2020,0.65,£/kg
ivory_coast,10/12/2020,0.68,£/kg
panama,10/12/2020,0.79,£/kg
guatemala,10/12/2020,0.68,£/kg
acp_bananas,10/12/2020,0.67,£/kg
dollar_bananas,10/12/2020,0.69,£/kg
all_bananas,10/12/2020,0.69,£/kg
costa_rica,03/12/2020,0.67,£/kg
ecuador,03/12/2020,0.62,£/kg
panama,03/12/2020,0.79,£/kg
dollar_bananas,03/12/2020,0.66,£/kg
all_bananas,03/12/2020,0.66,£/kg
belize,26/11/2020,0.58,£/kg
costa_rica,26/11/2020,0.7,£/kg
ecuador,26/11/2020,0.65,£/kg
panama,26/11/2020,0.79,£/kg
guatemala,26/11/2020,0.57,£/kg
acp_bananas,26/11/2020,0.58,£/kg
dollar_bananas,26/11/2020,0.67,£/kg
all_bananas,26/11/2020,0.66,£/kg
belize,19/11/2020,0.58,£/kg
costa_rica,19/11/2020,0.69,£/kg
ecuador,19/11/2020,0.65,£/kg
mexico,19/11/2020,0.54,£/kg
panama,19/11/2020,0.73,£/kg
guatemala,19/11/2020,0.57,£/kg
acp_bananas,19/11/2020,0.58,£/kg
dollar_bananas,19/11/2020,0.65,£/kg
all_bananas,19/11/2020,0.64,£/kg
belize,12/11/2020,0.48,£/kg
colombia,12/11/2020,0.5,£/kg
costa_rica,12/11/2020,0.69,£/kg
ecuador,12/11/2020,0.6,£/kg
guatemala,12/11/2020,0.53,£/kg
acp_bananas,12/11/2020,0.48,£/kg
dollar_bananas,12/11/2020,0.6,£/kg
all_bananas,12/11/2020,0.59,£/kg
belize,05/11/2020,0.48,£/kg
colombia,05/11/2020,0.5,£/kg
costa_rica,05/11/2020,0.75,£/kg
ecuador,05/11/2020,0.62,£/kg
ivory_coast,05/11/2020,0.44,£/kg
guatemala,05/11/2020,0.53,£/kg
acp_bananas,05/11/2020,0.47,£/kg
dollar_bananas,05/11/2020,0.62,£/kg
all_bananas,05/11/2020,0.59,£/kg
belize,29/10/2020,0.48,£/kg
colombia,29/10/2020,0.5,£/kg
costa_rica,29/10/2020,0.74,£/kg
dominican_republic,29/10/2020,0.36,£/kg
ecuador,29/10/2020,0.55,£/kg
ivory_coast,29/10/2020,0.44,£/kg
guatemala,29/10/2020,0.52,£/kg
acp_bananas,29/10/2020,0.44,£/kg
dollar_bananas,29/10/2020,0.59,£/kg
all_bananas,29/10/2020,0.52,£/kg
belize,22/10/2020,0.48,£/kg
colombia,22/10/2020,0.46,£/kg
costa_rica,22/10/2020,0.74,£/kg
dominican_republic,22/10/2020,0.42,£/kg
ecuador,22/10/2020,0.55,£/kg
ivory_coast,22/10/2020,0.44,£/kg
guatemala,22/10/2020,0.57,£/kg
acp_bananas,22/10/2020,0.45,£/kg
dollar_bananas,22/10/2020,0.6,£/kg
all_bananas,22/10/2020,0.55,£/kg
belize,15/10/2020,0.48,£/kg
colombia,15/10/2020,0.56,£/kg
costa_rica,15/10/2020,0.75,£/kg
ecuador,15/10/2020,0.66,£/kg
ivory_coast,15/10/2020,0.66,£/kg
guatemala,15/10/2020,0.65,£/kg
acp_bananas,15/10/2020,0.54,£/kg
dollar_bananas,15/10/2020,0.63,£/kg
all_bananas,15/10/2020,0.61,£/kg
belize,08/10/2020,0.48,£/kg
colombia,08/10/2020,0.56,£/kg
costa_rica,08/10/2020,0.61,£/kg
dominican_republic,08/10/2020,0.53,£/kg
ecuador,08/10/2020,0.66,£/kg
ivory_coast,08/10/2020,0.66,£/kg
guatemala,08/10/2020,0.65,£/kg
acp_bananas,08/10/2020,0.54,£/kg
dollar_bananas,08/10/2020,0.61,£/kg
all_bananas,08/10/2020,0.59,£/kg
colombia,01/10/2020,0.61,£/kg
costa_rica,01/10/2020,0.82,£/kg
ecuador,01/10/2020,0.66,£/kg
ivory_coast,01/10/2020,0.66,£/kg
guatemala,01/10/2020,0.71,£/kg
acp_bananas,01/10/2020,0.66,£/kg
dollar_bananas,01/10/2020,0.73,£/kg
all_bananas,01/10/2020,0.72,£/kg
colombia,24/09/2020,0.64,£/kg
costa_rica,24/09/2020,0.82,£/kg
ecuador,24/09/2020,0.66,£/kg
ivory_coast,24/09/2020,0.66,£/kg
guatemala,24/09/2020,0.71,£/kg
acp_bananas,24/09/2020,0.66,£/kg
dollar_bananas,24/09/2020,0.74,£/kg
all_bananas,24/09/2020,0.73,£/kg
colombia,17/09/2020,0.62,£/kg
costa_rica,17/09/2020,0.76,£/kg
ivory_coast,17/09/2020,0.66,£/kg
guatemala,17/09/2020,0.71,£/kg
acp_bananas,17/09/2020,0.66,£/kg
dollar_bananas,17/09/2020,0.73,£/kg
all_bananas,17/09/2020,0.72,£/kg
belize,10/09/2020,0.69,£/kg
colombia,10/09/2020,0.69,£/kg
costa_rica,10/09/2020,0.83,£/kg
ecuador,10/09/2020,0.55,£/kg
ivory_coast,10/09/2020,0.66,£/kg
mexico,10/09/2020,0.55,£/kg
guatemala,10/09/2020,0.74,£/kg
acp_bananas,10/09/2020,0.67,£/kg
dollar_bananas,10/09/2020,0.77,£/kg
all_bananas,10/09/2020,0.76,£/kg
colombia,03/09/2020,0.69,£/kg
costa_rica,03/09/2020,0.83,£/kg
ecuador,03/09/2020,0.57,£/kg
mexico,03/09/2020,0.55,£/kg
guatemala,03/09/2020,0.74,£/kg
dollar_bananas,03/09/2020,0.75,£/kg
all_bananas,03/09/2020,0.75,£/kg
belize,27/08/2020,0.69,£/kg
colombia,27/08/2020,0.69,£/kg
costa_rica,27/08/2020,0.9,£/kg
ecuador,27/08/2020,0.74,£/kg
mexico,27/08/2020,0.61,£/kg
guatemala,27/08/2020,0.74,£/kg
acp_bananas,27/08/2020,0.69,£/kg
dollar_bananas,27/08/2020,0.79,£/kg
all_bananas,27/08/2020,0.78,£/kg
colombia,20/08/2020,0.61,£/kg
costa_rica,20/08/2020,0.88,£/kg
ecuador,20/08/2020,0.61,£/kg
guatemala,20/08/2020,0.65,£/kg
dollar_bananas,20/08/2020,0.73,£/kg
all_bananas,20/08/2020,0.73,£/kg
belize,13/08/2020,0.47,£/kg
colombia,13/08/2020,0.52,£/kg
costa_rica,13/08/2020,0.9,£/kg
dominican_republic,13/08/2020,0.47,£/kg
ecuador,13/08/2020,0.55,£/kg
honduras,13/08/2020,0.66,£/kg
panama,13/08/2020,0.73,£/kg
guatemala,13/08/2020,0.78,£/kg
acp_bananas,13/08/2020,0.47,£/kg
dollar_bananas,13/08/2020,0.74,£/kg
all_bananas,13/08/2020,0.7,£/kg
colombia,06/08/2020,0.58,£/kg
costa_rica,06/08/2020,0.88,£/kg
dominican_republic,06/08/2020,0.28,£/kg
ecuador,06/08/2020,0.59,£/kg
ghana,06/08/2020,0.53,£/kg
guatemala,06/08/2020,0.67,£/kg
acp_bananas,06/08/2020,0.44,£/kg
dollar_bananas,06/08/2020,0.72,£/kg
all_bananas,06/08/2020,0.68,£/kg
colombia,30/07/2020,0.7,£/kg
costa_rica,30/07/2020,0.9,£/kg
dominican_republic,30/07/2020,0.44,£/kg
ecuador,30/07/2020,0.69,£/kg
ghana,30/07/2020,0.53,£/kg
guatemala,30/07/2020,0.67,£/kg
nicaragua,30/07/2020,0.61,£/kg
acp_bananas,30/07/2020,0.51,£/kg
dollar_bananas,30/07/2020,0.75,£/kg
all_bananas,30/07/2020,0.73,£/kg
colombia,23/07/2020,0.56,£/kg
costa_rica,23/07/2020,0.89,£/kg
ecuador,23/07/2020,0.69,£/kg
ghana,23/07/2020,0.47,£/kg
ivory_coast,23/07/2020,0.4,£/kg
guatemala,23/07/2020,0.73,£/kg
acp_bananas,23/07/2020,0.46,£/kg
dollar_bananas,23/07/2020,0.75,£/kg
all_bananas,23/07/2020,0.71,£/kg
belize,16/07/2020,0.66,£/kg
colombia,16/07/2020,0.68,£/kg
costa_rica,16/07/2020,0.87,£/kg
dominican_republic,16/07/2020,0.72,£/kg
ecuador,16/07/2020,0.81,£/kg
ghana,16/07/2020,0.73,£/kg
honduras,16/07/2020,0.8,£/kg
ivory_coast,16/07/2020,0.4,£/kg
guatemala,16/07/2020,0.73,£/kg
acp_bananas,16/07/2020,0.66,£/kg
dollar_bananas,16/07/2020,0.81,£/kg
all_bananas,16/07/2020,0.79,£/kg
belize,09/07/2020,0.79,£/kg
colombia,09/07/2020,0.72,£/kg
costa_rica,09/07/2020,0.89,£/kg
dominican_republic,09/07/2020,0.72,£/kg
ecuador,09/07/2020,0.84,£/kg
panama,09/07/2020,0.77,£/kg
guatemala,09/07/2020,0.73,£/kg
acp_bananas,09/07/2020,0.77,£/kg
dollar_bananas,09/07/2020,0.83,£/kg
all_bananas,09/07/2020,0.82,£/kg
colombia,02/07/2020,0.55,£/kg
costa_rica,02/07/2020,0.87,£/kg
dominican_republic,02/07/2020,0.72,£/kg
ecuador,02/07/2020,0.68,£/kg
panama,02/07/2020,0.77,£/kg
guatemala,02/07/2020,0.79,£/kg
acp_bananas,02/07/2020,0.72,£/kg
dollar_bananas,02/07/2020,0.79,£/kg
all_bananas,02/07/2020,0.78,£/kg
colombia,25/06/2020,0.71,£/kg
costa_rica,25/06/2020,0.84,£/kg
dominican_republic,25/06/2020,0.66,£/kg
guatemala,25/06/2020,0.79,£/kg
acp_bananas,25/06/2020,0.66,£/kg
dollar_bananas,25/06/2020,0.8,£/kg
all_bananas,25/06/2020,0.79,£/kg
colombia,18/06/2020,0.68,£/kg
costa_rica,18/06/2020,0.81,£/kg
dominican_republic,18/06/2020,0.77,£/kg
guatemala,18/06/2020,0.77,£/kg
acp_bananas,18/06/2020,0.77,£/kg
dollar_bananas,18/06/2020,0.78,£/kg
all_bananas,18/06/2020,0.78,£/kg
colombia,11/06/2020,0.74,£/kg
costa_rica,11/06/2020,0.84,£/kg
dominican_republic,11/06/2020,0.7,£/kg
ecuador,11/06/2020,0.86,£/kg
guatemala,11/06/2020,0.7,£/kg
nicaragua,11/06/2020,0.22,£/kg
acp_bananas,11/06/2020,0.7,£/kg
dollar_bananas,11/06/2020,0.75,£/kg
all_bananas,11/06/2020,0.74,£/kg
belize,04/06/2020,0.88,£/kg
costa_rica,04/06/2020,0.85,£/kg
ecuador,04/06/2020,0.84,£/kg
guatemala,04/06/2020,0.74,£/kg
nicaragua,04/06/2020,0.3,£/kg
acp_bananas,04/06/2020,0.88,£/kg
dollar_bananas,04/06/2020,0.73,£/kg
all_bananas,04/06/2020,0.74,£/kg
belize,28/05/2020,0.88,£/kg
colombia,28/05/2020,0.36,£/kg
costa_rica,28/05/2020,0.77,£/kg
ecuador,28/05/2020,0.8,£/kg
windward_isles,28/05/2020,0.39,£/kg
guatemala,28/05/2020,0.73,£/kg
acp_bananas,28/05/2020,0.44,£/kg
dollar_bananas,28/05/2020,0.71,£/kg
all_bananas,28/05/2020,0.64,£/kg
costa_rica,21/05/2020,0.79,£/kg
windward_isles,21/05/2020,0.42,£/kg
guatemala,21/05/2020,0.73,£/kg
nicaragua,21/05/2020,0.33,£/kg
acp_bananas,21/05/2020,0.42,£/kg
dollar_bananas,21/05/2020,0.76,£/kg
all_bananas,21/05/2020,0.67,£/kg
colombia,14/05/2020,0.36,£/kg
costa_rica,14/05/2020,0.88,£/kg
ecuador,14/05/2020,0.85,£/kg
windward_isles,14/05/2020,0.5,£/kg
guatemala,14/05/2020,0.77,£/kg
acp_bananas,14/05/2020,0.5,£/kg
dollar_bananas,14/05/2020,0.76,£/kg
all_bananas,14/05/2020,0.71,£/kg
belize,07/05/2020,0.88,£/kg
costa_rica,07/05/2020,0.88,£/kg
dominican_republic,07/05/2020,0.69,£/kg
ecuador,07/05/2020,0.75,£/kg
honduras,07/05/2020,0.61,£/kg
windward_isles,07/05/2020,0.66,£/kg
guatemala,07/05/2020,0.73,£/kg
nicaragua,07/05/2020,0.33,£/kg
acp_bananas,07/05/2020,0.71,£/kg
dollar_bananas,07/05/2020,0.75,£/kg
all_bananas,07/05/2020,0.74,£/kg
colombia,30/04/2020,0.88,£/kg
costa_rica,30/04/2020,0.88,£/kg
ecuador,30/04/2020,0.63,£/kg
panama,30/04/2020,0.46,£/kg
windward_isles,30/04/2020,0.72,£/kg
guatemala,30/04/2020,0.73,£/kg
acp_bananas,30/04/2020,0.72,£/kg
dollar_bananas,30/04/2020,0.75,£/kg
all_bananas,30/04/2020,0.75,£/kg
colombia,23/04/2020,0.88,£/kg
costa_rica,23/04/2020,0.88,£/kg
ecuador,23/04/2020,0.63,£/kg
panama,23/04/2020,0.46,£/kg
windward_isles,23/04/2020,0.72,£/kg
guatemala,23/04/2020,0.73,£/kg
acp_bananas,23/04/2020,0.72,£/kg
dollar_bananas,23/04/2020,0.75,£/kg
all_bananas,23/04/2020,0.75,£/kg
belize,16/04/2020,0.99,£/kg
costa_rica,16/04/2020,0.89,£/kg
ecuador,16/04/2020,0.76,£/kg
windward_isles,16/04/2020,0.72,£/kg
guatemala,16/04/2020,0.77,£/kg
acp_bananas,16/04/2020,0.76,£/kg
dollar_bananas,16/04/2020,0.84,£/kg
all_bananas,16/04/2020,0.82,£/kg
colombia,09/04/2020,0.58,£/kg
costa_rica,09/04/2020,0.89,£/kg
ecuador,09/04/2020,0.93,£/kg
windward_isles,09/04/2020,0.86,£/kg
guatemala,09/04/2020,0.79,£/kg
acp_bananas,09/04/2020,0.86,£/kg
dollar_bananas,09/04/2020,0.86,£/kg
all_bananas,09/04/2020,0.86,£/kg
belize,02/04/2020,1.01,£/kg
colombia,02/04/2020,0.87,£/kg
costa_rica,02/04/2020,0.88,£/kg
dominican_republic,02/04/2020,0.8,£/kg
ecuador,02/04/2020,0.44,£/kg
panama,02/04/2020,0.75,£/kg
guatemala,02/04/2020,0.77,£/kg
acp_bananas,02/04/2020,0.85,£/kg
dollar_bananas,02/04/2020,0.82,£/kg
all_bananas,02/04/2020,0.83,£/kg
colombia,26/03/2020,0.8,£/kg
costa_rica,26/03/2020,0.91,£/kg
ecuador,26/03/2020,0.86,£/kg
guatemala,26/03/2020,0.77,£/kg
dollar_bananas,26/03/2020,0.87,£/kg
all_bananas,26/03/2020,0.87,£/kg
belize,19/03/2020,0.88,£/kg
colombia,19/03/2020,0.85,£/kg
costa_rica,19/03/2020,0.92,£/kg
panama,19/03/2020,0.88,£/kg
guatemala,19/03/2020,0.82,£/kg
acp_bananas,19/03/2020,0.88,£/kg
dollar_bananas,19/03/2020,0.88,£/kg
all_bananas,19/03/2020,0.88,£/kg
colombia,12/03/2020,0.74,£/kg
costa_rica,12/03/2020,0.9,£/kg
ecuador,12/03/2020,0.86,£/kg
panama,12/03/2020,0.8,£/kg
guatemala,12/03/2020,0.79,£/kg
dollar_bananas,12/03/2020,0.84,£/kg
all_bananas,12/03/2020,0.84,£/kg
colombia,05/03/2020,0.79,£/kg
costa_rica,05/03/2020,0.89,£/kg
ecuador,05/03/2020,0.8,£/kg
honduras,05/03/2020,0.9,£/kg
panama,05/03/2020,0.8,£/kg
windward_isles,05/03/2020,0.42,£/kg
guatemala,05/03/2020,0.79,£/kg
acp_bananas,05/03/2020,0.42,£/kg
dollar_bananas,05/03/2020,0.84,£/kg
all_bananas,05/03/2020,0.82,£/kg
colombia,28/02/2020,0.33,£/kg
costa_rica,28/02/2020,0.89,£/kg
ecuador,28/02/2020,0.85,£/kg
panama,28/02/2020,0.8,£/kg
guatemala,28/02/2020,0.79,£/kg
dollar_bananas,28/02/2020,0.82,£/kg
all_bananas,28/02/2020,0.82,£/kg
colombia,21/02/2020,0.85,£/kg
costa_rica,21/02/2020,0.9,£/kg
ecuador,21/02/2020,0.9,£/kg
panama,21/02/2020,0.8,£/kg
guatemala,21/02/2020,0.84,£/kg
dollar_bananas,21/02/2020,0.87,£/kg
all_bananas,21/02/2020,0.87,£/kg
belize,14/02/2020,0.86,£/kg
colombia,14/02/2020,0.68,£/kg
costa_rica,14/02/2020,0.81,£/kg
ecuador,14/02/2020,0.76,£/kg
ivory_coast,14/02/2020,0.69,£/kg
panama,14/02/2020,0.75,£/kg
guatemala,14/02/2020,0.86,£/kg
acp_bananas,14/02/2020,0.8,£/kg
dollar_bananas,14/02/2020,0.78,£/kg
all_bananas,14/02/2020,0.78,£/kg
colombia,07/02/2020,0.85,£/kg
costa_rica,07/02/2020,0.9,£/kg
ecuador,07/02/2020,0.73,£/kg
ivory_coast,07/02/2020,0.69,£/kg
panama,07/02/2020,0.88,£/kg
guatemala,07/02/2020,0.9,£/kg
acp_bananas,07/02/2020,0.69,£/kg
dollar_bananas,07/02/2020,0.87,£/kg
all_bananas,07/02/2020,0.85,£/kg
colombia,31/01/2020,0.85,£/kg
costa_rica,31/01/2020,0.88,£/kg
dominican_republic,31/01/2020,0.71,£/kg
ecuador,31/01/2020,0.76,£/kg
ivory_coast,31/01/2020,0.69,£/kg
panama,31/01/2020,0.86,£/kg
acp_bananas,31/01/2020,0.71,£/kg
dollar_bananas,31/01/2020,0.84,£/kg
all_bananas,31/01/2020,0.8,£/kg
belize,24/01/2020,0.85,£/kg
costa_rica,24/01/2020,0.85,£/kg
ecuador,24/01/2020,0.8,£/kg
ghana,24/01/2020,0.64,£/kg
honduras,24/01/2020,0.85,£/kg
panama,24/01/2020,0.86,£/kg
windward_isles,24/01/2020,0.74,£/kg
acp_bananas,24/01/2020,0.75,£/kg
dollar_bananas,24/01/2020,0.84,£/kg
all_bananas,24/01/2020,0.82,£/kg
colombia,17/01/2020,0.8,£/kg
costa_rica,17/01/2020,0.79,£/kg
ecuador,17/01/2020,0.6,£/kg
honduras,17/01/2020,0.72,£/kg
panama,17/01/2020,0.8,£/kg
windward_isles,17/01/2020,0.66,£/kg
acp_bananas,17/01/2020,0.66,£/kg
dollar_bananas,17/01/2020,0.75,£/kg
all_bananas,17/01/2020,0.73,£/kg
belize,10/01/2020,0.83,£/kg
colombia,10/01/2020,0.84,£/kg
costa_rica,10/01/2020,0.8,£/kg
panama,10/01/2020,0.85,£/kg
acp_bananas,10/01/2020,0.83,£/kg
dollar_bananas,10/01/2020,0.83,£/kg
all_bananas,10/01/2020,0.83,£/kg
colombia,20/12/2019,0.61,£/kg
costa_rica,20/12/2019,0.71,£/kg
ecuador,20/12/2019,0.51,£/kg
honduras,20/12/2019,0.64,£/kg
panama,20/12/2019,0.71,£/kg
windward_isles,20/12/2019,0.25,£/kg
guatemala,20/12/2019,0.73,£/kg
brazil,20/12/2019,0.85,£/kg
acp_bananas,20/12/2019,0.25,£/kg
dollar_bananas,20/12/2019,0.64,£/kg
all_bananas,20/12/2019,0.61,£/kg
colombia,13/12/2019,0.68,£/kg
costa_rica,13/12/2019,0.54,£/kg
dominican_republic,13/12/2019,0.58,£/kg
ecuador,13/12/2019,0.65,£/kg
honduras,13/12/2019,0.66,£/kg
mexico,13/12/2019,0.46,£/kg
panama,13/12/2019,0.69,£/kg
acp_bananas,13/12/2019,0.58,£/kg
dollar_bananas,13/12/2019,0.64,£/kg
all_bananas,13/12/2019,0.63,£/kg
colombia,06/12/2019,0.74,£/kg
costa_rica,06/12/2019,0.75,£/kg
ecuador,06/12/2019,0.68,£/kg
honduras,06/12/2019,0.66,£/kg
panama,06/12/2019,0.72,£/kg
dollar_bananas,06/12/2019,0.7,£/kg
all_bananas,06/12/2019,0.7,£/kg
cameroon,29/11/2019,0.64,£/kg
colombia,29/11/2019,0.74,£/kg
costa_rica,29/11/2019,0.71,£/kg
ecuador,29/11/2019,0.64,£/kg
honduras,29/11/2019,0.66,£/kg
panama,29/11/2019,0.68,£/kg
acp_bananas,29/11/2019,0.64,£/kg
dollar_bananas,29/11/2019,0.68,£/kg
all_bananas,29/11/2019,0.68,£/kg
belize,22/11/2019,0.86,£/kg
colombia,22/11/2019,0.74,£/kg
costa_rica,22/11/2019,0.82,£/kg
dominican_republic,22/11/2019,0.31,£/kg
ecuador,22/11/2019,0.44,£/kg
honduras,22/11/2019,0.7,£/kg
panama,22/11/2019,0.74,£/kg
acp_bananas,22/11/2019,0.49,£/kg
dollar_bananas,22/11/2019,0.76,£/kg
all_bananas,22/11/2019,0.72,£/kg
belize,15/11/2019,0.88,£/kg
colombia,15/11/2019,0.74,£/kg
costa_rica,15/11/2019,0.85,£/kg
dominican_republic,15/11/2019,0.68,£/kg
ecuador,15/11/2019,0.79,£/kg
honduras,15/11/2019,0.62,£/kg
panama,15/11/2019,0.58,£/kg
windward_isles,15/11/2019,0.29,£/kg
acp_bananas,15/11/2019,0.52,£/kg
dollar_bananas,15/11/2019,0.7,£/kg
all_bananas,15/11/2019,0.64,£/kg
colombia,08/11/2019,0.74,£/kg
costa_rica,08/11/2019,0.85,£/kg
dominican_republic,08/11/2019,0.68,£/kg
ecuador,08/11/2019,0.79,£/kg
honduras,08/11/2019,0.67,£/kg
panama,08/11/2019,0.68,£/kg
windward_isles,08/11/2019,0.39,£/kg
guatemala,08/11/2019,0.79,£/kg
brazil,08/11/2019,0.85,£/kg
acp_bananas,08/11/2019,0.53,£/kg
dollar_bananas,08/11/2019,0.78,£/kg
all_bananas,08/11/2019,0.73,£/kg
belize,01/11/2019,0.85,£/kg
colombia,01/11/2019,0.74,£/kg
costa_rica,01/11/2019,0.81,£/kg
dominican_republic,01/11/2019,0.68,£/kg
honduras,01/11/2019,0.66,£/kg
panama,01/11/2019,0.68,£/kg
windward_isles,01/11/2019,0.36,£/kg
acp_bananas,01/11/2019,0.55,£/kg
dollar_bananas,01/11/2019,0.76,£/kg
all_bananas,01/11/2019,0.68,£/kg
colombia,25/10/2019,0.74,£/kg
costa_rica,25/10/2019,0.75,£/kg
ecuador,25/10/2019,0.69,£/kg
honduras,25/10/2019,0.68,£/kg
panama,25/10/2019,0.58,£/kg
windward_isles,25/10/2019,0.39,£/kg
acp_bananas,25/10/2019,0.39,£/kg
dollar_bananas,25/10/2019,0.7,£/kg
all_bananas,25/10/2019,0.67,£/kg
colombia,18/10/2019,0.74,£/kg
costa_rica,18/10/2019,0.75,£/kg
ecuador,18/10/2019,0.69,£/kg
honduras,18/10/2019,0.66,£/kg
panama,18/10/2019,0.86,£/kg
dollar_bananas,18/10/2019,0.72,£/kg
all_bananas,18/10/2019,0.72,£/kg
colombia,11/10/2019,0.78,£/kg
costa_rica,11/10/2019,0.78,£/kg
honduras,11/10/2019,0.64,£/kg
panama,11/10/2019,0.87,£/kg
dollar_bananas,11/10/2019,0.76,£/kg
all_bananas,11/10/2019,0.76,£/kg
colombia,04/10/2019,0.66,£/kg
costa_rica,04/10/2019,0.79,£/kg
ecuador,04/10/2019,0.88,£/kg
honduras,04/10/2019,0.64,£/kg
panama,04/10/2019,0.67,£/kg
dollar_bananas,04/10/2019,0.72,£/kg
all_bananas,04/10/2019,0.72,£/kg
colombia,27/09/2019,0.66,£/kg
costa_rica,27/09/2019,0.79,£/kg
ecuador,27/09/2019,0.5,£/kg
honduras,27/09/2019,0.64,£/kg
panama,27/09/2019,0.84,£/kg
dollar_bananas,27/09/2019,0.75,£/kg
all_bananas,27/09/2019,0.75,£/kg
colombia,20/09/2019,0.7,£/kg
costa_rica,20/09/2019,0.83,£/kg
honduras,20/09/2019,0.41,£/kg
panama,20/09/2019,0.78,£/kg
guatemala,20/09/2019,0.73,£/kg
nicaragua,20/09/2019,0.31,£/kg
dollar_bananas,20/09/2019,0.69,£/kg
all_bananas,20/09/2019,0.69,£/kg
cameroon,13/09/2019,0.56,£/kg
colombia,13/09/2019,0.69,£/kg
costa_rica,13/09/2019,0.74,£/kg
dominican_republic,13/09/2019,0.46,£/kg
ecuador,13/09/2019,0.86,£/kg
honduras,13/09/2019,0.54,£/kg
panama,13/09/2019,0.63,£/kg
guatemala,13/09/2019,0.77,£/kg
nicaragua,13/09/2019,0.44,£/kg
acp_bananas,13/09/2019,0.51,£/kg
dollar_bananas,13/09/2019,0.68,£/kg
all_bananas,13/09/2019,0.64,£/kg
costa_rica,06/09/2019,0.75,£/kg
ecuador,06/09/2019,0.76,£/kg
panama,06/09/2019,0.76,£/kg
guatemala,06/09/2019,0.75,£/kg
dollar_bananas,06/09/2019,0.75,£/kg
all_bananas,06/09/2019,0.75,£/kg
colombia,30/08/2019,0.68,£/kg
costa_rica,30/08/2019,0.78,£/kg
ecuador,30/08/2019,0.63,£/kg
ivory_coast,30/08/2019,0.4,£/kg
panama,30/08/2019,0.68,£/kg
acp_bananas,30/08/2019,0.4,£/kg
dollar_bananas,30/08/2019,0.71,£/kg
all_bananas,30/08/2019,0.69,£/kg
colombia,23/08/2019,0.86,£/kg
costa_rica,23/08/2019,0.78,£/kg
dominican_republic,23/08/2019,0.55,£/kg
ecuador,23/08/2019,0.74,£/kg
guatemala,23/08/2019,0.77,£/kg
acp_bananas,23/08/2019,0.55,£/kg
dollar_bananas,23/08/2019,0.78,£/kg
all_bananas,23/08/2019,0.76,£/kg
colombia,16/08/2019,0.68,£/kg
costa_rica,16/08/2019,0.7,£/kg
ecuador,16/08/2019,0.75,£/kg
honduras,16/08/2019,0.66,£/kg
ivory_coast,16/08/2019,0.66,£/kg
panama,16/08/2019,0.73,£/kg
acp_bananas,16/08/2019,0.66,£/kg
dollar_bananas,16/08/2019,0.7,£/kg
all_bananas,16/08/2019,0.7,£/kg
colombia,09/08/2019,0.76,£/kg
costa_rica,09/08/2019,0.75,£/kg
dominican_republic,09/08/2019,0.51,£/kg
ecuador,09/08/2019,0.86,£/kg
honduras,09/08/2019,0.66,£/kg
ivory_coast,09/08/2019,0.57,£/kg
panama,09/08/2019,0.68,£/kg
guatemala,09/08/2019,0.79,£/kg
acp_bananas,09/08/2019,0.55,£/kg
dollar_bananas,09/08/2019,0.74,£/kg
all_bananas,09/08/2019,0.71,£/kg
cameroon,02/08/2019,0.68,£/kg
colombia,02/08/2019,0.74,£/kg
costa_rica,02/08/2019,0.78,£/kg
dominican_republic,02/08/2019,0.73,£/kg
honduras,02/08/2019,0.68,£/kg
windward_isles,02/08/2019,0.25,£/kg
guatemala,02/08/2019,0.77,£/kg
acp_bananas,02/08/2019,0.57,£/kg
dollar_bananas,02/08/2019,0.75,£/kg
all_bananas,02/08/2019,0.68,£/kg
colombia,26/07/2019,0.64,£/kg
costa_rica,26/07/2019,0.76,£/kg
ecuador,26/07/2019,0.55,£/kg
honduras,26/07/2019,0.66,£/kg
panama,26/07/2019,0.61,£/kg
dollar_bananas,26/07/2019,0.65,£/kg
all_bananas,26/07/2019,0.65,£/kg
colombia,19/07/2019,0.66,£/kg
costa_rica,19/07/2019,0.71,£/kg
honduras,19/07/2019,0.63,£/kg
panama,19/07/2019,0.73,£/kg
dollar_bananas,19/07/2019,0.68,£/kg
all_bananas,19/07/2019,0.68,£/kg
colombia,12/07/2019,0.68,£/kg
costa_rica,12/07/2019,0.81,£/kg
