Origin,Date,Price,Units
costa_rica,21/07/2006,0.51,£/kg
dominican_republic,21/07/2006,0.62,£/kg
ecuador,21/07/2006,0.51,£/kg
panama,21/07/2006,0.51,£/kg
windward_isles,21/07/2006,0.4,£/kg
brazil,21/07/2006,0.45,£/kg
dollar_bananas,14/07/2006,0.54,£/kg
acp_bananas,14/07/2006,0.48,£/kg
cameroon,14/07/2006,0.55,£/kg
colombia,14/07/2006,0.66,£/kg
costa_rica,14/07/2006,0.55,£/kg
dominican_republic,14/07/2006,0.51,£/kg
ecuador,14/07/2006,0.62,£/kg
honduras,14/07/2006,0.55,£/kg
jamaica,14/07/2006,0.44,£/kg
panama,14/07/2006,0.55,£/kg
windward_isles,14/07/2006,0.5,£/kg
brazil,14/07/2006,0.56,£/kg
dollar_bananas,07/07/2006,0.54,£/kg
acp_bananas,07/07/2006,0.49,£/kg
cameroon,07/07/2006,0.64,£/kg
colombia,07/07/2006,0.66,£/kg
costa_rica,07/07/2006,0.64,£/kg
dominican_republic,07/07/2006,0.6,£/kg
ecuador,07/07/2006,0.64,£/kg
ghana,07/07/2006,0.64,£/kg
jamaica,07/07/2006,0.44,£/kg
surinam,07/07/2006,0.4,£/kg
windward_isles,07/07/2006,0.57,£/kg
brazil,07/07/2006,0.57,£/kg
dollar_bananas,30/06/2006,0.62,£/kg
acp_bananas,30/06/2006,0.59,£/kg
cameroon,30/06/2006,0.6,£/kg
colombia,30/06/2006,0.86,£/kg
costa_rica,30/06/2006,0.73,£/kg
dominican_republic,30/06/2006,0.6,£/kg
ecuador,30/06/2006,0.71,£/kg
ghana,30/06/2006,0.73,£/kg
windward_isles,30/06/2006,0.57,£/kg
brazil,30/06/2006,0.6,£/kg
dollar_bananas,23/06/2006,0.65,£/kg
acp_bananas,23/06/2006,0.64,£/kg
eu_bananas,23/06/2006,0.66,£/kg
belize,23/06/2006,0.71,£/kg
cameroon,23/06/2006,0.71,£/kg
colombia,23/06/2006,0.77,£/kg
costa_rica,23/06/2006,0.77,£/kg
dominican_republic,23/06/2006,0.71,£/kg
ecuador,23/06/2006,0.77,£/kg
ghana,23/06/2006,0.77,£/kg
jamaica,23/06/2006,0.55,£/kg
martinique,23/06/2006,0.71,£/kg
windward_isles,23/06/2006,0.68,£/kg
guatemala,23/06/2006,0.61,£/kg
brazil,23/06/2006,0.67,£/kg
dollar_bananas,16/06/2006,0.69,£/kg
acp_bananas,16/06/2006,0.68,£/kg
colombia,16/06/2006,0.77,£/kg
costa_rica,16/06/2006,0.77,£/kg
dominican_republic,16/06/2006,0.73,£/kg
ecuador,16/06/2006,0.77,£/kg
ghana,16/06/2006,0.77,£/kg
windward_isles,16/06/2006,0.66,£/kg
guatemala,16/06/2006,0.69,£/kg
brazil,16/06/2006,0.63,£/kg
dollar_bananas,09/06/2006,0.66,£/kg
acp_bananas,09/06/2006,0.66,£/kg
belize,09/06/2006,0.77,£/kg
colombia,09/06/2006,0.73,£/kg
costa_rica,09/06/2006,0.71,£/kg
dominican_republic,09/06/2006,0.71,£/kg
ecuador,09/06/2006,0.71,£/kg
ghana,09/06/2006,0.71,£/kg
guatemala,09/06/2006,0.65,£/kg
brazil,09/06/2006,0.63,£/kg
dollar_bananas,02/06/2006,0.7,£/kg
acp_bananas,02/06/2006,0.68,£/kg
cameroon,02/06/2006,0.66,£/kg
colombia,02/06/2006,0.77,£/kg
costa_rica,02/06/2006,0.77,£/kg
dominican_republic,02/06/2006,0.73,£/kg
ecuador,02/06/2006,0.77,£/kg
honduras,02/06/2006,0.71,£/kg
jamaica,02/06/2006,0.71,£/kg
surinam,02/06/2006,0.68,£/kg
windward_isles,02/06/2006,0.74,£/kg
guatemala,02/06/2006,0.68,£/kg
dollar_bananas,26/05/2006,0.71,£/kg
acp_bananas,26/05/2006,0.71,£/kg
cameroon,26/05/2006,0.71,£/kg
colombia,26/05/2006,0.84,£/kg
costa_rica,26/05/2006,0.84,£/kg
dominican_republic,26/05/2006,0.84,£/kg
ecuador,26/05/2006,0.84,£/kg
ivory_coast,26/05/2006,0.84,£/kg
windward_isles,26/05/2006,0.71,£/kg
guatemala,26/05/2006,0.71,£/kg
dollar_bananas,19/05/2006,0.65,£/kg
acp_bananas,19/05/2006,0.64,£/kg
eu_bananas,19/05/2006,0.64,£/kg
belize,19/05/2006,0.77,£/kg
cameroon,19/05/2006,0.66,£/kg
colombia,19/05/2006,0.84,£/kg
costa_rica,19/05/2006,0.84,£/kg
ecuador,19/05/2006,0.84,£/kg
windward_isles,19/05/2006,0.6,£/kg
guadeloupe,19/05/2006,0.64,£/kg
venezuela,19/05/2006,0.6,£/kg
brazil,19/05/2006,0.62,£/kg
dollar_bananas,12/05/2006,0.6,£/kg
acp_bananas,12/05/2006,0.62,£/kg
eu_bananas,12/05/2006,0.6,£/kg
cameroon,12/05/2006,0.77,£/kg
colombia,12/05/2006,0.77,£/kg
costa_rica,12/05/2006,0.71,£/kg
ecuador,12/05/2006,0.71,£/kg
martinique,12/05/2006,0.62,£/kg
windward_isles,12/05/2006,0.6,£/kg
guatemala,12/05/2006,0.66,£/kg
venezuela,12/05/2006,0.56,£/kg
dollar_bananas,05/05/2006,0.6,£/kg
acp_bananas,05/05/2006,0.57,£/kg
eu_bananas,05/05/2006,0.55,£/kg
cameroon,05/05/2006,0.62,£/kg
colombia,05/05/2006,0.77,£/kg
costa_rica,05/05/2006,0.71,£/kg
dominican_republic,05/05/2006,0.66,£/kg
ecuador,05/05/2006,0.71,£/kg
martinique,05/05/2006,0.57,£/kg
windward_isles,05/05/2006,0.56,£/kg
venezuela,05/05/2006,0.62,£/kg
brazil,05/05/2006,0.6,£/kg
dollar_bananas,28/04/2006,0.57,£/kg
acp_bananas,28/04/2006,0.5,£/kg
belize,28/04/2006,0.66,£/kg
cameroon,28/04/2006,0.57,£/kg
colombia,28/04/2006,0.71,£/kg
costa_rica,28/04/2006,0.62,£/kg
dominican_republic,28/04/2006,0.62,£/kg
ecuador,28/04/2006,0.62,£/kg
ivory_coast,28/04/2006,0.55,£/kg
jamaica,28/04/2006,0.6,£/kg
windward_isles,28/04/2006,0.44,£/kg
venezuela,28/04/2006,0.57,£/kg
brazil,28/04/2006,0.6,£/kg
dollar_bananas,21/04/2006,0.58,£/kg
acp_bananas,21/04/2006,0.45,£/kg
cameroon,21/04/2006,0.55,£/kg
colombia,21/04/2006,0.71,£/kg
costa_rica,21/04/2006,0.66,£/kg
dominican_republic,21/04/2006,0.55,£/kg
ecuador,21/04/2006,0.62,£/kg
brazil,21/04/2006,0.51,£/kg
dollar_bananas,14/04/2006,0.58,£/kg
acp_bananas,14/04/2006,0.51,£/kg
eu_bananas,14/04/2006,0.64,£/kg
belize,14/04/2006,0.44,£/kg
cameroon,14/04/2006,0.62,£/kg
colombia,14/04/2006,0.77,£/kg
costa_rica,14/04/2006,0.66,£/kg
dominican_republic,14/04/2006,0.55,£/kg
ecuador,14/04/2006,0.62,£/kg
ivory_coast,14/04/2006,0.66,£/kg
martinique,14/04/2006,0.66,£/kg
windward_isles,14/04/2006,0.6,£/kg
brazil,14/04/2006,0.51,£/kg
dollar_bananas,07/04/2006,0.6,£/kg
acp_bananas,07/04/2006,0.59,£/kg
eu_bananas,07/04/2006,0.64,£/kg
belize,07/04/2006,0.73,£/kg
cameroon,07/04/2006,0.66,£/kg
colombia,07/04/2006,0.82,£/kg
costa_rica,07/04/2006,0.66,£/kg
dominican_republic,07/04/2006,0.55,£/kg
ecuador,07/04/2006,0.77,£/kg
martinique,07/04/2006,0.66,£/kg
windward_isles,07/04/2006,0.61,£/kg
brazil,07/04/2006,0.51,£/kg
dollar_bananas,31/03/2006,0.54,£/kg
acp_bananas,31/03/2006,0.48,£/kg
cameroon,31/03/2006,0.66,£/kg
colombia,31/03/2006,0.66,£/kg
costa_rica,31/03/2006,0.66,£/kg
ecuador,31/03/2006,0.66,£/kg
brazil,31/03/2006,0.51,£/kg
dollar_bananas,24/03/2006,0.6,£/kg
acp_bananas,24/03/2006,0.48,£/kg
cameroon,24/03/2006,0.66,£/kg
colombia,24/03/2006,0.71,£/kg
costa_rica,24/03/2006,0.66,£/kg
dominican_republic,24/03/2006,0.55,£/kg
ecuador,24/03/2006,0.66,£/kg
venezuela,24/03/2006,0.67,£/kg
dollar_bananas,17/03/2006,0.54,£/kg
acp_bananas,17/03/2006,0.45,£/kg
eu_bananas,17/03/2006,0.67,£/kg
cameroon,17/03/2006,0.66,£/kg
colombia,17/03/2006,0.6,£/kg
costa_rica,17/03/2006,0.71,£/kg
dominican_republic,17/03/2006,0.66,£/kg
ecuador,17/03/2006,0.55,£/kg
martinique,17/03/2006,0.71,£/kg
panama,17/03/2006,0.51,£/kg
surinam,17/03/2006,0.41,£/kg
windward_isles,17/03/2006,0.66,£/kg
guadeloupe,17/03/2006,0.68,£/kg
venezuela,17/03/2006,0.57,£/kg
dollar_bananas,10/03/2006,0.58,£/kg
acp_bananas,10/03/2006,0.54,£/kg
eu_bananas,10/03/2006,0.68,£/kg
belize,10/03/2006,0.44,£/kg
cameroon,10/03/2006,0.71,£/kg
colombia,10/03/2006,0.71,£/kg
costa_rica,10/03/2006,0.71,£/kg
dominican_republic,10/03/2006,0.66,£/kg
ecuador,10/03/2006,0.64,£/kg
martinique,10/03/2006,0.71,£/kg
panama,10/03/2006,0.51,£/kg
surinam,10/03/2006,0.47,£/kg
windward_isles,10/03/2006,0.71,£/kg
guadeloupe,10/03/2006,0.71,£/kg
dollar_bananas,03/03/2006,0.67,£/kg
acp_bananas,03/03/2006,0.53,£/kg
eu_bananas,03/03/2006,0.68,£/kg
cameroon,03/03/2006,0.75,£/kg
colombia,03/03/2006,0.77,£/kg
costa_rica,03/03/2006,0.75,£/kg
dominican_republic,03/03/2006,0.55,£/kg
honduras,03/03/2006,0.73,£/kg
ivory_coast,03/03/2006,0.6,£/kg
jamaica,03/03/2006,0.48,£/kg
martinique,03/03/2006,0.71,£/kg
panama,03/03/2006,0.73,£/kg
surinam,03/03/2006,0.26,£/kg
windward_isles,03/03/2006,0.71,£/kg
guadeloupe,03/03/2006,0.71,£/kg
dollar_bananas,24/02/2006,0.68,£/kg
acp_bananas,24/02/2006,0.52,£/kg
eu_bananas,24/02/2006,0.7,£/kg
cameroon,24/02/2006,0.75,£/kg
colombia,24/02/2006,0.79,£/kg
costa_rica,24/02/2006,0.77,£/kg
dominican_republic,24/02/2006,0.55,£/kg
honduras,24/02/2006,0.73,£/kg
jamaica,24/02/2006,0.48,£/kg
surinam,24/02/2006,0.26,£/kg
windward_isles,24/02/2006,0.71,£/kg
guadeloupe,24/02/2006,0.71,£/kg
dollar_bananas,17/02/2006,0.7,£/kg
acp_bananas,17/02/2006,0.66,£/kg
cameroon,17/02/2006,0.79,£/kg
colombia,17/02/2006,0.79,£/kg
costa_rica,17/02/2006,0.79,£/kg
dominican_republic,17/02/2006,0.77,£/kg
ecuador,17/02/2006,0.79,£/kg
ivory_coast,17/02/2006,0.79,£/kg
panama,17/02/2006,0.77,£/kg
windward_isles,17/02/2006,0.71,£/kg
dollar_bananas,10/02/2006,0.67,£/kg
acp_bananas,10/02/2006,0.59,£/kg
cameroon,10/02/2006,0.66,£/kg
colombia,10/02/2006,0.84,£/kg
costa_rica,10/02/2006,0.79,£/kg
dominican_republic,10/02/2006,0.66,£/kg
ecuador,10/02/2006,0.79,£/kg
guatemala,10/02/2006,0.59,£/kg
venezuela,10/02/2006,0.53,£/kg
dollar_bananas,03/02/2006,0.77,£/kg
acp_bananas,03/02/2006,0.68,£/kg
colombia,03/02/2006,0.84,£/kg
costa_rica,03/02/2006,0.84,£/kg
dominican_republic,03/02/2006,0.71,£/kg
ecuador,03/02/2006,0.84,£/kg
dollar_bananas,27/01/2006,0.76,£/kg
acp_bananas,27/01/2006,0.73,£/kg
cameroon,27/01/2006,0.79,£/kg
colombia,27/01/2006,0.84,£/kg
costa_rica,27/01/2006,0.84,£/kg
dominican_republic,27/01/2006,0.77,£/kg
ecuador,27/01/2006,0.82,£/kg
venezuela,27/01/2006,0.67,£/kg
dollar_bananas,20/01/2006,0.73,£/kg
acp_bananas,20/01/2006,0.68,£/kg
cameroon,20/01/2006,0.71,£/kg
colombia,20/01/2006,0.77,£/kg
costa_rica,20/01/2006,0.75,£/kg
dominican_republic,20/01/2006,0.66,£/kg
ecuador,20/01/2006,0.77,£/kg
ivory_coast,20/01/2006,0.71,£/kg
windward_isles,20/01/2006,0.64,£/kg
brazil,20/01/2006,0.71,£/kg
dollar_bananas,13/01/2006,0.68,£/kg
acp_bananas,13/01/2006,0.52,£/kg
cameroon,13/01/2006,0.66,£/kg
colombia,13/01/2006,0.68,£/kg
costa_rica,13/01/2006,0.73,£/kg
dominican_republic,13/01/2006,0.55,£/kg
ecuador,13/01/2006,0.73,£/kg
windward_isles,13/01/2006,0.47,£/kg
brazil,13/01/2006,0.67,£/kg
dollar_bananas,23/12/2005,0.64,£/kg
acp_bananas,23/12/2005,0.46,£/kg
cameroon,23/12/2005,0.71,£/kg
colombia,23/12/2005,0.77,£/kg
costa_rica,23/12/2005,0.73,£/kg
dominican_republic,23/12/2005,0.66,£/kg
ecuador,23/12/2005,0.66,£/kg
ivory_coast,23/12/2005,0.55,£/kg
jamaica,23/12/2005,0.33,£/kg
windward_isles,23/12/2005,0.38,£/kg
dollar_bananas,16/12/2005,0.63,£/kg
acp_bananas,16/12/2005,0.53,£/kg
belize,16/12/2005,0.55,£/kg
cameroon,16/12/2005,0.66,£/kg
colombia,16/12/2005,0.77,£/kg
costa_rica,16/12/2005,0.73,£/kg
dominican_republic,16/12/2005,0.66,£/kg
ecuador,16/12/2005,0.71,£/kg
jamaica,16/12/2005,0.48,£/kg
panama,16/12/2005,0.6,£/kg
windward_isles,16/12/2005,0.47,£/kg
dollar_bananas,09/12/2005,0.66,£/kg
acp_bananas,09/12/2005,0.57,£/kg
eu_bananas,09/12/2005,0.64,£/kg
belize,09/12/2005,0.48,£/kg
cameroon,09/12/2005,0.71,£/kg
colombia,09/12/2005,0.82,£/kg
costa_rica,09/12/2005,0.77,£/kg
dominican_republic,09/12/2005,0.77,£/kg
jamaica,09/12/2005,0.6,£/kg
martinique,09/12/2005,0.66,£/kg
panama,09/12/2005,0.6,£/kg
windward_isles,09/12/2005,0.47,£/kg
venezuela,09/12/2005,0.74,£/kg
dollar_bananas,02/12/2005,0.71,£/kg
acp_bananas,02/12/2005,0.65,£/kg
cameroon,02/12/2005,0.77,£/kg
colombia,02/12/2005,0.82,£/kg
costa_rica,02/12/2005,0.77,£/kg
dominican_republic,02/12/2005,0.77,£/kg
ecuador,02/12/2005,0.77,£/kg
windward_isles,02/12/2005,0.53,£/kg
venezuela,02/12/2005,0.74,£/kg
dollar_bananas,25/11/2005,0.69,£/kg
acp_bananas,25/11/2005,0.68,£/kg
eu_bananas,25/11/2005,0.64,£/kg
cameroon,25/11/2005,0.71,£/kg
colombia,25/11/2005,0.82,£/kg
costa_rica,25/11/2005,0.77,£/kg
dominican_republic,25/11/2005,0.71,£/kg
ecuador,25/11/2005,0.73,£/kg
ivory_coast,25/11/2005,0.71,£/kg
martinique,25/11/2005,0.66,£/kg
windward_isles,25/11/2005,0.69,£/kg
dollar_bananas,18/11/2005,0.7,£/kg
acp_bananas,18/11/2005,0.68,£/kg
eu_bananas,18/11/2005,0.67,£/kg
cameroon,18/11/2005,0.71,£/kg
colombia,18/11/2005,0.82,£/kg
costa_rica,18/11/2005,0.77,£/kg
dominican_republic,18/11/2005,0.71,£/kg
ecuador,18/11/2005,0.77,£/kg
honduras,18/11/2005,0.77,£/kg
ivory_coast,18/11/2005,0.71,£/kg
martinique,18/11/2005,0.66,£/kg
windward_isles,18/11/2005,0.69,£/kg
guatemala,18/11/2005,0.69,£/kg
guadeloupe,18/11/2005,0.69,£/kg
brazil,18/11/2005,0.68,£/kg
dollar_bananas,11/11/2005,0.69,£/kg
acp_bananas,11/11/2005,0.67,£/kg
eu_bananas,11/11/2005,0.66,£/kg
cameroon,11/11/2005,0.73,£/kg
colombia,11/11/2005,0.77,£/kg
costa_rica,11/11/2005,0.77,£/kg
dominican_republic,11/11/2005,0.73,£/kg
ecuador,11/11/2005,0.73,£/kg
ivory_coast,11/11/2005,0.71,£/kg
windward_isles,11/11/2005,0.66,£/kg
guadeloupe,11/11/2005,0.66,£/kg
brazil,11/11/2005,0.55,£/kg
dollar_bananas,04/11/2005,0.68,£/kg
acp_bananas,04/11/2005,0.67,£/kg
eu_bananas,04/11/2005,0.64,£/kg
belize,04/11/2005,0.71,£/kg
cameroon,04/11/2005,0.77,£/kg
colombia,04/11/2005,0.77,£/kg
costa_rica,04/11/2005,0.75,£/kg
dominican_republic,04/11/2005,0.75,£/kg
ecuador,04/11/2005,0.75,£/kg
honduras,04/11/2005,0.73,£/kg
windward_isles,04/11/2005,0.58,£/kg
guadeloupe,04/11/2005,0.63,£/kg
dollar_bananas,28/10/2005,0.69,£/kg
acp_bananas,28/10/2005,0.66,£/kg
eu_bananas,28/10/2005,0.64,£/kg
belize,28/10/2005,0.77,£/kg
cameroon,28/10/2005,0.71,£/kg
colombia,28/10/2005,0.77,£/kg
costa_rica,28/10/2005,0.71,£/kg
dominican_republic,28/10/2005,0.77,£/kg
ecuador,28/10/2005,0.71,£/kg
honduras,28/10/2005,0.75,£/kg
jamaica,28/10/2005,0.75,£/kg
martinique,28/10/2005,0.66,£/kg
windward_isles,28/10/2005,0.58,£/kg
venezuela,28/10/2005,0.68,£/kg
dollar_bananas,21/10/2005,0.69,£/kg
acp_bananas,21/10/2005,0.63,£/kg
eu_bananas,21/10/2005,0.64,£/kg
cameroon,21/10/2005,0.71,£/kg
colombia,21/10/2005,0.77,£/kg
costa_rica,21/10/2005,0.77,£/kg
dominican_republic,21/10/2005,0.66,£/kg
ecuador,21/10/2005,0.77,£/kg
martinique,21/10/2005,0.66,£/kg
windward_isles,21/10/2005,0.63,£/kg
dollar_bananas,14/10/2005,0.69,£/kg
acp_bananas,14/10/2005,0.65,£/kg
eu_bananas,14/10/2005,0.6,£/kg
cameroon,14/10/2005,0.77,£/kg
colombia,14/10/2005,0.84,£/kg
costa_rica,14/10/2005,0.77,£/kg
dominican_republic,14/10/2005,0.71,£/kg
ecuador,14/10/2005,0.77,£/kg
martinique,14/10/2005,0.62,£/kg
windward_isles,14/10/2005,0.6,£/kg
dollar_bananas,07/10/2005,0.72,£/kg
acp_bananas,07/10/2005,0.66,£/kg
eu_bananas,07/10/2005,0.68,£/kg
cameroon,07/10/2005,0.77,£/kg
colombia,07/10/2005,0.84,£/kg
costa_rica,07/10/2005,0.84,£/kg
dominican_republic,07/10/2005,0.77,£/kg
ecuador,07/10/2005,0.77,£/kg
martinique,07/10/2005,0.71,£/kg
windward_isles,07/10/2005,0.64,£/kg
dollar_bananas,30/09/2005,0.71,£/kg
acp_bananas,30/09/2005,0.68,£/kg
belize,30/09/2005,0.77,£/kg
cameroon,30/09/2005,0.71,£/kg
colombia,30/09/2005,0.84,£/kg
costa_rica,30/09/2005,0.84,£/kg
dominican_republic,30/09/2005,0.77,£/kg
ecuador,30/09/2005,0.88,£/kg
honduras,30/09/2005,0.71,£/kg
dollar_bananas,23/09/2005,0.78,£/kg
acp_bananas,23/09/2005,0.72,£/kg
eu_bananas,23/09/2005,0.73,£/kg
belize,23/09/2005,0.73,£/kg
cameroon,23/09/2005,0.77,£/kg
colombia,23/09/2005,0.88,£/kg
costa_rica,23/09/2005,0.88,£/kg
dominican_republic,23/09/2005,0.73,£/kg
ecuador,23/09/2005,0.77,£/kg
ivory_coast,23/09/2005,0.71,£/kg
martinique,23/09/2005,0.73,£/kg
dollar_bananas,16/09/2005,0.83,£/kg
acp_bananas,16/09/2005,0.81,£/kg
cameroon,16/09/2005,0.77,£/kg
colombia,16/09/2005,0.88,£/kg
costa_rica,16/09/2005,0.88,£/kg
dominican_republic,16/09/2005,0.88,£/kg
ecuador,16/09/2005,0.88,£/kg
dollar_bananas,09/09/2005,0.82,£/kg
acp_bananas,09/09/2005,0.84,£/kg
eu_bananas,09/09/2005,0.75,£/kg
cameroon,09/09/2005,0.99,£/kg
colombia,09/09/2005,0.99,£/kg
costa_rica,09/09/2005,0.99,£/kg
dominican_republic,09/09/2005,0.88,£/kg
honduras,09/09/2005,0.82,£/kg
martinique,09/09/2005,0.77,£/kg
surinam,09/09/2005,0.77,£/kg
venezuela,09/09/2005,0.75,£/kg
brazil,09/09/2005,0.88,£/kg
dollar_bananas,02/09/2005,0.82,£/kg
acp_bananas,02/09/2005,0.73,£/kg
cameroon,02/09/2005,0.71,£/kg
colombia,02/09/2005,0.88,£/kg
costa_rica,02/09/2005,0.93,£/kg
dominican_republic,02/09/2005,0.71,£/kg
ecuador,02/09/2005,0.88,£/kg
ghana,02/09/2005,0.88,£/kg
surinam,02/09/2005,0.73,£/kg
dollar_bananas,26/08/2005,0.78,£/kg
acp_bananas,26/08/2005,0.77,£/kg
eu_bananas,26/08/2005,0.88,£/kg
belize,26/08/2005,0.77,£/kg
cameroon,26/08/2005,0.79,£/kg
colombia,26/08/2005,0.88,£/kg
costa_rica,26/08/2005,0.79,£/kg
dominican_republic,26/08/2005,0.88,£/kg
ecuador,26/08/2005,0.79,£/kg
martinique,26/08/2005,1.1,£/kg
panama,26/08/2005,0.79,£/kg
venezuela,26/08/2005,0.75,£/kg
dollar_bananas,19/08/2005,0.76,£/kg
acp_bananas,19/08/2005,0.64,£/kg
cameroon,19/08/2005,0.66,£/kg
colombia,19/08/2005,0.88,£/kg
costa_rica,19/08/2005,0.77,£/kg
dominican_republic,19/08/2005,0.88,£/kg
ecuador,19/08/2005,0.77,£/kg
ivory_coast,19/08/2005,0.66,£/kg
surinam,19/08/2005,0.61,£/kg
venezuela,19/08/2005,0.73,£/kg
dollar_bananas,12/08/2005,0.69,£/kg
acp_bananas,12/08/2005,0.52,£/kg
belize,12/08/2005,0.55,£/kg
cameroon,12/08/2005,0.66,£/kg
colombia,12/08/2005,0.77,£/kg
costa_rica,12/08/2005,0.77,£/kg
dominican_republic,12/08/2005,0.55,£/kg
ecuador,12/08/2005,0.71,£/kg
honduras,12/08/2005,0.77,£/kg
venezuela,12/08/2005,0.72,£/kg
dollar_bananas,05/08/2005,0.61,£/kg
acp_bananas,05/08/2005,0.57,£/kg
cameroon,05/08/2005,0.66,£/kg
colombia,05/08/2005,0.88,£/kg
dominican_republic,05/08/2005,0.33,£/kg
ecuador,05/08/2005,0.6,£/kg
panama,05/08/2005,0.55,£/kg
surinam,05/08/2005,0.65,£/kg
windward_isles,05/08/2005,0.5,£/kg
dollar_bananas,29/07/2005,0.5,£/kg
acp_bananas,29/07/2005,0.46,£/kg
belize,29/07/2005,0.44,£/kg
cameroon,29/07/2005,0.48,£/kg
colombia,29/07/2005,0.88,£/kg
costa_rica,29/07/2005,0.88,£/kg
surinam,29/07/2005,0.61,£/kg
windward_isles,29/07/2005,0.41,£/kg
venezuela,29/07/2005,0.4,£/kg
brazil,29/07/2005,0.46,£/kg
dollar_bananas,22/07/2005,0.54,£/kg
acp_bananas,22/07/2005,0.5,£/kg
belize,22/07/2005,0.48,£/kg
cameroon,22/07/2005,0.48,£/kg
colombia,22/07/2005,0.6,£/kg
costa_rica,22/07/2005,0.66,£/kg
dominican_republic,22/07/2005,0.57,£/kg
windward_isles,22/07/2005,0.53,£/kg
brazil,22/07/2005,0.54,£/kg
dollar_bananas,15/07/2005,0.52,£/kg
acp_bananas,15/07/2005,0.53,£/kg
belize,15/07/2005,0.44,£/kg
cameroon,15/07/2005,0.55,£/kg
colombia,15/07/2005,0.71,£/kg
costa_rica,15/07/2005,0.55,£/kg
surinam,15/07/2005,0.62,£/kg
windward_isles,15/07/2005,0.58,£/kg
brazil,15/07/2005,0.48,£/kg
dollar_bananas,08/07/2005,0.72,£/kg
acp_bananas,08/07/2005,0.6,£/kg
cameroon,08/07/2005,0.77,£/kg
colombia,08/07/2005,0.77,£/kg
costa_rica,08/07/2005,0.77,£/kg
ecuador,08/07/2005,0.77,£/kg
surinam,08/07/2005,0.55,£/kg
windward_isles,08/07/2005,0.61,£/kg
dollar_bananas,01/07/2005,0.77,£/kg
acp_bananas,01/07/2005,0.69,£/kg
cameroon,01/07/2005,0.88,£/kg
colombia,01/07/2005,0.93,£/kg
costa_rica,01/07/2005,0.93,£/kg
ecuador,01/07/2005,0.77,£/kg
surinam,01/07/2005,0.6,£/kg
windward_isles,01/07/2005,0.69,£/kg
dollar_bananas,24/06/2005,0.81,£/kg
acp_bananas,24/06/2005,0.71,£/kg
cameroon,24/06/2005,0.88,£/kg
colombia,24/06/2005,0.99,£/kg
costa_rica,24/06/2005,0.93,£/kg
dominican_republic,24/06/2005,0.77,£/kg
ecuador,24/06/2005,0.88,£/kg
ivory_coast,24/06/2005,0.73,£/kg
surinam,24/06/2005,0.77,£/kg
windward_isles,24/06/2005,0.62,£/kg
dollar_bananas,17/06/2005,0.9,£/kg
acp_bananas,17/06/2005,0.85,£/kg
eu_bananas,17/06/2005,0.93,£/kg
cameroon,17/06/2005,0.99,£/kg
colombia,17/06/2005,0.99,£/kg
costa_rica,17/06/2005,1.05,£/kg
dominican_republic,17/06/2005,0.88,£/kg
ecuador,17/06/2005,0.99,£/kg
martinique,17/06/2005,0.99,£/kg
surinam,17/06/2005,0.93,£/kg
windward_isles,17/06/2005,0.62,£/kg
guadeloupe,17/06/2005,0.9,£/kg
dollar_bananas,10/06/2005,0.9,£/kg
acp_bananas,10/06/2005,0.85,£/kg
eu_bananas,10/06/2005,0.86,£/kg
cameroon,10/06/2005,0.99,£/kg
colombia,10/06/2005,0.99,£/kg
costa_rica,10/06/2005,1.05,£/kg
dominican_republic,10/06/2005,0.99,£/kg
ecuador,10/06/2005,1.05,£/kg
surinam,10/06/2005,0.88,£/kg
windward_isles,10/06/2005,0.62,£/kg
guadeloupe,10/06/2005,0.86,£/kg
dollar_bananas,03/06/2005,0.97,£/kg
acp_bananas,03/06/2005,0.94,£/kg
belize,03/06/2005,1.1,£/kg
cameroon,03/06/2005,1.1,£/kg
colombia,03/06/2005,1.04,£/kg
costa_rica,03/06/2005,1.04,£/kg
dominican_republic,03/06/2005,0.93,£/kg
ecuador,03/06/2005,1.1,£/kg
surinam,03/06/2005,0.9,£/kg
windward_isles,03/06/2005,0.93,£/kg
brazil,03/06/2005,0.95,£/kg
dollar_bananas,27/05/2005,1,£/kg
acp_bananas,27/05/2005,0.95,£/kg
eu_bananas,27/05/2005,0.93,£/kg
belize,27/05/2005,1.06,£/kg
cameroon,27/05/2005,0.99,£/kg
colombia,27/05/2005,1.06,£/kg
costa_rica,27/05/2005,1.1,£/kg
dominican_republic,27/05/2005,0.93,£/kg
ecuador,27/05/2005,1.06,£/kg
honduras,27/05/2005,1.08,£/kg
ivory_coast,27/05/2005,0.99,£/kg
martinique,27/05/2005,0.99,£/kg
windward_isles,27/05/2005,0.9,£/kg
dollar_bananas,20/05/2005,1.02,£/kg
acp_bananas,20/05/2005,1.03,£/kg
eu_bananas,20/05/2005,0.99,£/kg
cameroon,20/05/2005,1.06,£/kg
colombia,20/05/2005,1.1,£/kg
costa_rica,20/05/2005,1.05,£/kg
ecuador,20/05/2005,1.07,£/kg
martinique,20/05/2005,0.99,£/kg
surinam,20/05/2005,1.1,£/kg
dollar_bananas,13/05/2005,0.8,£/kg
acp_bananas,13/05/2005,0.79,£/kg
eu_bananas,13/05/2005,0.84,£/kg
cameroon,13/05/2005,0.88,£/kg
colombia,13/05/2005,0.99,£/kg
costa_rica,13/05/2005,0.79,£/kg
dominican_republic,13/05/2005,0.96,£/kg
ecuador,13/05/2005,0.99,£/kg
martinique,13/05/2005,0.88,£/kg
brazil,13/05/2005,0.81,£/kg
